Time,MMA103,MMA108,MMA122,MMA125,MMA183,MMA191,MMA200,MMA201,MMA271,MMA273,R108,R173,R431
88,2.8641146,1.4042731,4.5941017,0.77903689,2.6623658,0.869472,2.0639412,2.6500453,4.3787064,4.1874001,-2.221181,0.93039359,2.8908473
89,2.2957889,1.6730061,4.6416203,1.3122159,1.9111584,0.69991866,1.5371983,2.767651,4.0916423,4.397494,-2.121341,0.73949473,3.0221424
90,2.1927809,2.0165012,3.8772214,2.2963493,2.0164156,1.0375553,1.4542289,2.6996898,3.4733321,4.401468,-2.008253,0.84425715,3.1699911
91,2.6923927,2.1281212,2.9671476,2.8911217,2.6234235,1.9341419,1.8668132,2.4520684,3.0239625,4.1497365,-2.07869,1.092338,3.3505343
92,3.3369282,1.9033547,2.8916958,2.8342406,3.0318999,2.7514162,2.4688375,2.1824971,3.110181,3.7778949,-2.162565,1.2711583,3.5201445
93,3.4649136,1.6176712,3.7424876,2.5283547,2.9818093,2.9094232,2.6552213,2.1710672,3.5602134,3.5321632,-2.062317,1.2904807,3.621599
94,2.9706344,1.6029607,4.6813961,2.4896023,2.8462297,2.5641304,2.2477075,2.5450784,3.8694259,3.5404189,-1.943065,1.2464785,3.6748785
95,2.3942934,1.8542597,4.9990935,2.8660728,3.0355259,2.2682973,1.824304,3.0401097,3.7694293,3.7277546,-2.121928,1.2080984,3.7804291
96,2.200355,2.1052665,4.6735572,3.3907349,3.3924882,2.2150386,1.9741276,3.2246807,3.4511096,3.9648133,-2.465608,1.181067,4.0197027
97,2.2744817,2.2374012,3.9697041,3.6547697,3.4122739,2.1691258,2.5109203,2.9974333,3.2329063,4.1922782,-2.430716,1.1610829,4.381853
98,2.2376263,2.410877,3.2229347,3.4404724,2.9727349,2.0228789,2.7919685,2.6655235,3.1849946,4.3736729,-1.741021,1.1278745,4.7525691
99,1.9745176,2.7342716,3.05243,2.8589244,2.5032732,1.9782355,2.5877192,2.4941065,3.1554281,4.4231518,-0.9155107,1.0823566,4.957305
100,1.7086412,3.0211973,3.9073283,2.222278,2.3986017,2.0950101,2.2370733,2.419894,3.0299132,4.2449962,-0.7926296,1.0444534,4.8936089
101,1.730741,3.0443925,5.1446312,1.8674756,2.5786559,2.0533738,2.070965,2.292863,2.8477862,3.8329531,-1.531206,1.0094245,4.5296245
102,2.1301688,2.8712894,5.3974658,2.0554847,2.7278371,1.6278903,2.0881707,2.1659878,2.7221518,3.3283719,-2.223543,0.99278771,4.0715219
103,2.6750153,2.7412443,4.3851737,2.7657183,2.7466773,1.2429133,2.2152901,2.202755,2.7270095,2.9993665,-1.827834,0.95909697,3.7820824
104,2.629044,3.6906958,3.7096783,3.1964661,2.1050909,0.93740421,2.981276,2.535499,2.967989,2.7799497,-0.2822493,0.90039532,3.7187102
