Time,MMA103,MMA108,MMA122,MMA125,MMA183,MMA191,MMA200,MMA201,MMA271,MMA273,R108,R173,R431
91,3.4802091,3.3252543,3.8533311,3.0832974,3.5867224,4.7822277,3.5314394,3.3147682,3.297724,5.8581039,3.656419,2.1967748,5.4633579
92,4.3547835,3.0184709,3.8304658,2.9908853,3.9758608,3.3459972,3.1697567,3.1137109,3.277447,5.0598922,2.408626,2.3790126,5.2888828
93,4.4411895,2.5803501,4.2292444,3.6802181,4.3037943,2.9306723,2.9413659,2.9792856,3.7039172,4.2089561,2.514032,2.5401173,5.1778146
94,4.0054839,2.5108973,4.8953771,5.3348294,4.7771147,2.85581,2.3097124,3.1196352,4.0509929,4.1096632,2.986325,2.658131,5.0040609
95,3.888867,3.0179554,5.1296135,5.0098457,5.787365,3.5745317,2.9515393,3.3816745,4.0185398,4.5828453,4.78325,2.6732958,4.8127897
96,3.7584921,3.7572064,4.7488662,3.8485172,7.2931342,5.0490354,2.625605,3.4343764,3.7300182,4.8410698,3.426057,2.550097,4.7845183
97,2.9764765,4.15523,4.1336043,3.886021,8.4874995,4.2119043,2.8301938,3.2126411,3.4624926,4.6847544,2.479467,2.3796601,4.9816516
98,2.7052739,4.0378058,3.7261932,4.479161,8.7135648,2.072878,3.6605047,2.9868401,3.3453495,4.7146674,1.940945,2.3054952,5.261451
99,2.5640155,3.8551809,3.544388,4.6387883,8.3207767,2.720029,2.7470876,2.9072109,3.2890073,5.1072746,4.503838,2.3676451,5.3954457
100,2.6199039,3.9271745,3.9825695,2.7267449,8.1183792,2.1562057,2.3168852,2.7827185,3.1695251,5.5692115,5.764404,2.4902616,5.2803353
101,2.837643,4.0307615,5.1909262,2.4253721,8.1831365,3.4884586,2.1509138,2.5411797,2.987048,5.2181715,2.563971,2.5308172,4.8931997
102,2.4060654,3.9551791,5.4068999,2.405646,7.7902246,1.6337808,3.6438107,2.4015662,2.8588091,3.9858399,3.262343,2.4923315,4.3894196
103,3.0321337,3.7173368,4.5254895,3.5099733,6.6137194,6.5643145,4.5331377,2.5186767,2.9270884,3.1359892,1.964301,2.4370805,3.9610692
104,3.2564268,4.9887317,4.2292336,4.9483793,7.2604748,13.018553,6.79297,2.7848842,3.138709,2.9983566,7.792757,2.4938744,3.7760005
